,artist,song_name,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key,popularity,release_date,artist_id
3194,A Boogie Wit da Hoodie,Billie Jean,0OAyZn9pGuuL2FJih1PM58,0.536,0.102,139.961,0.152,0.0919,0.0,0.83,138014,-6.324,0.375,0,4,54,2018-12-21,31W5EY0aAly4Qieq6OFu6I
3195,A Boogie Wit da Hoodie,4 Min Convo (Favorite Song),5h66wqaGklsSa8eSxTwcJT,0.65,0.169,91.053,0.212,0.359,0.0,0.705,257274,-5.654,0.658,0,7,61,2018-12-21,31W5EY0aAly4Qieq6OFu6I
3196,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",733c1CWmIGymoQXdp7Us88,0.654,0.0996,133.503,0.136,0.517,0.0,0.819,188563,-6.665,0.455,0,11,70,2020-02-14,31W5EY0aAly4Qieq6OFu6I
3197,A Boogie Wit da Hoodie,Stain (feat. DaBaby),0dIz1I7IwX5ardG47AHxCZ,0.754,0.129,159.073,0.389,0.0117,0.0,0.816,175128,-3.911,0.604,1,8,55,2020-02-14,31W5EY0aAly4Qieq6OFu6I
3198,A Boogie Wit da Hoodie,Pull Up (feat. NAV),76vviJBqmRdMMb9u9npgfj,0.37,0.119,149.95,0.264,0.487,0.0,0.828,193575,-7.446,0.557,0,7,54,2018-12-21,31W5EY0aAly4Qieq6OFu6I
3199,A Boogie Wit da Hoodie,Luv Is Art (feat. Lil Uzi Vert),0LVaWrTztFOuN7g7gcyLs8,0.554,0.088,86.584,0.183,0.212,1.9e-06,0.489,161056,-8.437,0.331,1,2,57,2020-02-14,31W5EY0aAly4Qieq6OFu6I
3200,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),1njRzdfGNUY2RZU0lVO787,0.623,0.13,112.15,0.0808,0.0187,0.0,0.512,183589,-6.553,0.219,0,9,62,2020-02-14,31W5EY0aAly4Qieq6OFu6I
3201,A Boogie Wit da Hoodie,King Of My City,3o0nkjyy6eZL5lZcEpvJec,0.679,0.152,81.186,0.264,0.452,0.0,0.48,148676,-6.776,0.29,0,4,60,2020-02-14,31W5EY0aAly4Qieq6OFu6I
3202,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,0.81,0.117,129.014,0.0568,0.501,0.0,0.839,209269,-5.274,0.814,0,5,77,2017-09-29,31W5EY0aAly4Qieq6OFu6I
3203,A Boogie Wit da Hoodie,My Shit,5uQOauh47VFt3B2kV9kRXw,0.621,0.099,77.998,0.0515,0.244,0.0,0.812,128157,-8.3,0.847,1,5,79,2016-09-16,31W5EY0aAly4Qieq6OFu6I
3205,Aminé,Burden,315erlcEdp5JqHqQQLQTiD,0.786,0.119,142.264,0.286,0.202,0.0,0.447,210508,-3.355,0.908,0,6,52,2020-08-07,3Gm5F95VdRxW3mqCn8RPBJ
3206,Aminé,"Roots (feat. JID, Charlie Wilson)",6CUd1vAgBaRiimFDJblyFb,0.76,0.59,138.137,0.219,0.358,0.0,0.55,267983,-3.707,0.509,1,0,52,2020-08-07,3Gm5F95VdRxW3mqCn8RPBJ
3207,Aminé,Mama,5Ze85vOLSjJMABOk1hHTlG,0.689,0.13,92.418,0.162,0.33,0.000102,0.616,218934,-6.031,0.467,1,0,45,2020-08-07,3Gm5F95VdRxW3mqCn8RPBJ
3211,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",2nWB8ZpA1lxulicEUzTQ6W,0.537,0.401,171.943,0.407,0.307,0.0,0.647,237500,-8.638,0.698,0,0,58,2020-08-07,3Gm5F95VdRxW3mqCn8RPBJ
3229,Jack Harlow,Rendezvous,6SdQfCiVae1EXK1pQ6b92o,0.556,0.392,89.034,0.206,0.0754,1.42e-05,0.726,113287,-8.481,0.664,1,7,60,2020-12-11,2LIk90788K0zvyj2JJVwkJ
3230,Jack Harlow,RIVER ROAD,5YsP03BXEcu4PoJygpZsnW,0.785,0.0834,90.04,0.331,0.104,1.2e-05,0.84,255059,-6.626,0.831,1,0,56,2019-09-20,2LIk90788K0zvyj2JJVwkJ
3232,Jack Harlow,SLIDE FOR ME,2qQaKDFsY2GuYUandZdgiC,0.694,0.196,146.014,0.104,0.0288,0.0,0.68,184110,-7.299,0.58,1,11,51,2018-08-17,2LIk90788K0zvyj2JJVwkJ
3234,Jack Harlow,Creme,3DR7shAbkNyqgZjYnHZLh2,0.477,0.14,92.049,0.21,0.275,7.58e-05,0.857,156531,-8.547,0.589,0,11,62,2020-12-11,2LIk90788K0zvyj2JJVwkJ
3236,6LACK,Loaded Gun,1wb7Mqon4o1ViLjaLV9f8U,0.549,0.12,127.994,0.0704,0.1,2.06e-05,0.646,198442,-6.515,0.241,0,1,56,2018-09-14,4IVAbR2w4JJNJDDRFP3E83
3237,6LACK,East Atlanta Love Letter (feat. Future),6rJmWa5DvQ3Nby3tdcX2L0,0.315,0.0766,61.381,0.0781,0.389,1.68e-05,0.581,246088,-11.947,0.185,0,5,59,2018-09-14,4IVAbR2w4JJNJDDRFP3E83
3238,6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,0.458,0.0852,192.099,0.36,0.696,0.000103,0.61,240342,-11.336,0.246,1,9,77,2018-09-14,4IVAbR2w4JJNJDDRFP3E83
3239,6LACK,Seasons (feat. Khalid),1AROE0XcC4ySCxXF65mutZ,0.319,0.137,141.96,0.294,0.692,0.00958,0.6,250001,-10.272,0.507,1,0,67,2018-09-14,4IVAbR2w4JJNJDDRFP3E83
3240,6LACK,Nonchalant,7c3K8ifIoaVZ2MSUuGo0Co,0.386,0.131,83.032,0.399,0.374,0.000189,0.565,183265,-12.383,0.0598,0,11,62,2018-09-14,4IVAbR2w4JJNJDDRFP3E83
3241,6LACK,Switch,29ZZAShKhwRUuKULSNtxX6,0.658,0.102,176.701,0.0387,0.0409,0.00595,0.66,207071,-6.127,0.153,1,7,64,2018-09-14,4IVAbR2w4JJNJDDRFP3E83
3242,6LACK,Stan,1mggAh6xgnKUT6ukw3AU9A,0.328,0.127,92.889,0.0401,0.821,0.000173,0.333,303750,-9.144,0.152,1,3,57,2018-09-14,4IVAbR2w4JJNJDDRFP3E83
3253,JID,Off Deez (with J. Cole),3JAeYOjyJodI4PRs44lx2l,0.579,0.11,85.486,0.243,0.00207,0.0,0.836,213358,-6.164,0.431,1,9,66,2018-11-26,6U3ybJ9UHNKEdsH7ktGBZ7
3259,Polo G,Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,0.64,0.101,160.038,0.184,0.149,0.0,0.776,204000,-8.058,0.326,1,7,74,2020-05-15,6AgTAQt8XS6jRWi4sX7w49
3260,Polo G,Beautiful Pain (Losin My Mind),4SIB2yxKoFOrbkjA4zfQbB,0.477,0.113,80.382,0.642,0.137,0.0,0.597,171442,-9.638,0.512,0,1,70,2020-05-15,6AgTAQt8XS6jRWi4sX7w49
3298,Aminé,Hero,7yQ2NWAIeDcIEauyVG5lck,0.437,0.124,139.816,0.325,0.406,0.0,0.647,193147,-8.302,0.619,0,0,45,2017-07-28,3Gm5F95VdRxW3mqCn8RPBJ
3299,Drake,Jumpman,27GmP9AWRs744SzKcpJsTZ,0.553,0.332,142.079,0.187,0.0559,0.0,0.852,205879,-7.286,0.656,1,1,74,2015-09-20,3TVXtAsR1Inumwj472S9r4
3300,Like Mike,Silence (feat. Lil Baby),2n5qksgDFoBcVs2oIhTusG,0.701,0.0969,146.973,0.0425,0.0411,0.0,0.639,146875,-6.174,0.29,1,2,57,2021-10-01,4pwXiI7Z5ZStkgKowZyoKi
3301,RÜFÜS DU SOL,On My Knees,7ABUiQBM8cjktnp6QLTTaT,0.571,0.0957,120.044,0.0286,0.0335,0.0616,0.683,261001,-7.721,0.29,1,1,70,2021-09-23,5Pb27ujIyYb33zBqVysBkj
3302,Mac Miller,Colors and Shapes,3o6d1KG4HJGWNCP08frPM8,0.458,0.291,142.175,0.0537,0.522,0.0914,0.645,331105,-8.888,0.397,0,7,61,2021-10-15,4LLpKhyESsyAXpc4laK94U
3307,Gorillaz,19-2000,71koAFCnGnugRdGIDfS7f4,0.72,0.16,89.914,0.0536,0.177,7.31e-06,0.815,210880,-7.311,0.946,1,7,63,2001-03-26,3AA28KZvwAUcZuOKwyblJQ
3317,Kanye West,Praise God,0WSEq9Ko4kFPt8yo3ICd6T,0.545,0.258,118.029,0.168,0.00904,9.48e-05,0.798,226653,-6.466,0.212,1,1,89,2021-08-29,5K4W6rqBFWDnAN6FQUkS6x
3386,Cordae,Kung Fu,3CArFtrkJzWkxgjmX7ki9N,0.609,0.107,124.984,0.111,0.0229,1.17e-05,0.876,199680,-6.019,0.256,1,8,65,2018-07-13,0huGjMyP507tBCARyzSkrv
3407,Jasmin Moallem,תל אביב,7m36MBd6lZlmDxFLobLORe,0.361,0.0974,100.004,0.114,0.855,0.000144,0.856,201600,-13.064,0.306,0,1,40,2020-02-27,3cDi1D2FHMVgljfdB1QVgr
3412,Maor Levi,Creator,5wLJd67HQp3Gwl8J45sNoD,0.926,0.305,128.003,0.0378,0.00129,0.863,0.616,225522,-5.477,0.0827,0,1,41,2021-09-29,7iVuXpgNEl87BwdwV1L6he
3415,Bell Biv DeVoe,Poison,50DAHcCqneoupFyh96P2GP,0.587,0.645,111.762,0.237,0.00179,0.0193,0.815,261867,-10.161,0.754,0,6,60,1990-03-20,2zFZiWQJFFshzojycnXoTL
3416,Thundercat,Them Changes,7CH99b2i1TXS5P8UUyWtnM,0.562,0.101,81.657,0.0601,0.54,0.00143,0.657,188454,-8.6,0.704,1,8,73,2017-02-24,4frXpPxQQZwbCu3eTGnZEw
3417,King Harvest,Dancing in the Moonlight,0q21FNwES2bbtcduB6kjEU,0.435,0.167,135.975,0.0552,0.739,0.0,0.657,181133,-15.707,0.771,1,10,70,1973-01-01,5FHwr1FymaS5kutIEK6e2y
3418,Free Nationals,On Sight,5WiShbQYrJnoG7mD961IKY,0.663,0.693,94.965,0.0908,0.276,0.000387,0.707,249454,-7.548,0.712,0,2,60,2019-12-13,4596e2d3KmYzAeVenjCxfj
3419,Guy Mazig,את,28z8TZSFPsLLXSG2cWQg1f,0.839,0.309,133.973,0.032,0.00307,0.000147,0.632,251523,-5.685,0.847,0,11,34,2015-12-23,2Ky0L9EAz66AEhFfeak23R
3420,Daði Freyr,Think About Things,2iRniYXjMHKmwXqA2jYXP7,0.341,0.0838,127.001,0.0576,0.0311,0.000124,0.871,173386,-8.932,0.612,0,3,68,2020-04-09,3Hb64DQZIhDCgyHKrzBXOL
3421,Tom Misch,It Runs Through Me,02CygBCQOIyEuhNZqHHcNx,0.607,0.246,96.916,0.289,0.205,0.000748,0.802,261881,-11.028,0.274,0,11,69,2018-04-06,1uiEZYehlNivdK3iQyAbye
3422,Bruno Mars,Skate,2sXf2JdbB2GlNju00kw9WE,0.598,0.17,112.027,0.0291,0.037,0.0,0.708,203123,-8.365,0.698,1,5,78,2021-07-30,0du5cEVh5yTK9QJze8zA0C
3423,Lucille Crew,Got It,1y2FGoAnBrkx1cjtBR7Vlw,0.623,0.148,86.661,0.176,0.288,0.0,0.589,265939,-5.01,0.38,1,2,35,2017-03-31,5eLv7rNfrf3IjMnK311ByP
3428,Kool & The Gang,Celebration - Single Version,280vgRJFwpzA0rZfwEmW1p,0.856,0.092,121.65,0.0554,0.181,0.0367,0.885,296277,-5.396,0.9,1,1,3,2021-12-10,0LyfQWJT6nXafLPZqxe9Of
3431,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),5CMjjywI0eZMixPeqNd75R,0.659,0.0753,100.163,0.057,0.0839,0.00114,0.832,353893,-7.828,0.674,0,10,71,2013-05-17,4tZwfgrHOc3mvqYlEYSvVi
3437,Dalmate,GAMEBOY,2cz8g53MgpfhbEleAuUfwl,0.684,0.333,121.869,0.0746,0.0608,0.00463,0.667,125000,-6.312,0.924,1,7,1,2021-10-03,2UVN5LkjLLkBcRsHjGiVi0
3447,Disclosure,When A Fire Starts To Burn,47EMbBZPg4OBe6m1fijQzj,0.732,0.243,123.963,0.207,0.00963,0.00115,0.86,283706,-6.956,0.672,1,7,54,2013-06-03,6nS5roXSAGhTGr34W6n7Et
3454,The Veronicas,Untouched,40bm28QcJT5My540ymSQ2y,0.783,0.151,177.008,0.234,0.0171,0.0172,0.557,255360,-4.893,0.442,0,6,60,2005,1dIdBZaaHRW2bDTkHNfWln
3502,Fashawn,Relaxation,3BVt1MH9KaZjQw4W58SUTV,0.67,0.115,119.994,0.283,0.264,0.0,0.851,160177,-7.063,0.614,0,4,41,2012-04-03,6sDyTDjzGxcvyhLn5x9RyY
3503,Jungle,Busy Earnin',7f7CxGj0kzfwT1SjciL3ft,0.883,0.0912,99.967,0.0355,0.209,4.91e-06,0.552,181773,-5.61,0.745,0,10,65,2014-07-14,59oA5WbbQvomJz2BuRG071
3523,Masego,Garden Party,7166FiVEnGCG27MITo4kXC,0.793,0.335,174.007,0.467,0.303,0.0,0.38,229026,-5.887,0.529,0,9,63,2021-10-06,3ycxRkcZ67ALN3GQJ57Vig
3524,Garden City Movement,Summer Night (with Lola Marsh),1DcJ1lAzE4OOzUGGRR5jHU,0.777,0.212,110.002,0.0406,0.132,0.0352,0.803,211396,-6.354,0.511,0,9,40,2021-09-17,3HrczLBDJXJu6dJWEMbKHa
3590,Nate Rose,Golden Rule,0r7jp6usv87JtgCdP1omDN,0.64,0.265,126.911,0.307,0.139,1.2e-06,0.768,215433,-8.426,0.217,1,8,43,2020-08-07,2Dfvd2JvOyoUmUApsVqjhN
3591,Bakar,The Mission,4CGORuRtjSK6xMy8s1VvSS,0.437,0.0976,94.053,0.0807,0.188,0.0,0.708,191479,-6.982,0.393,0,10,65,2021-08-19,3K2Srho6NCF3o9MswGR76H
3592,Louis The Child,Shake Something (feat. Joey Purp),6mUwMth1MQT8NVSMI7lKjx,0.525,0.585,87.999,0.186,0.0925,0.00552,0.895,193513,-7.969,0.202,0,10,57,2018-03-08,7wg1qvie3KqDNQbAkTdbX0
3593,$kinny,Cool Kids (feat. Freddie Gibbs),6wVf6OMLwualapMO3yQc03,0.435,0.118,125.449,0.0747,0.029,0.000142,0.816,292600,-10.746,0.766,0,5,47,2017-05-26,1DwFdML6JPf7SSeXmSRnVN
3594,Theophilus London,Whiplash,3ubwpGT0gJYI9MRJcZPP0f,0.87,0.267,102.976,0.0966,0.0192,3.14e-05,0.722,170965,-4.715,0.414,1,9,51,2020-01-17,4EMtGVFvfCSrEmWaGV0roE
3595,Bslime,Real Talk,5vSzcfp1wK57p5aEZcVmPO,0.462,0.0789,120.012,0.227,0.34,0.0,0.895,216059,-11.396,0.722,1,7,42,2019-01-01,2EnD37GNRe2REqHBKqMnZQ
3596,Drowz,Sandman,6FajJwsElIMo7GMd2T8NcA,0.216,0.129,120.045,0.0987,0.226,6.2e-05,0.549,189823,-20.21,0.209,1,8,44,2021-05-13,2ruFaej3jxpoH2KEmTjf1o
3597,What So Not,Demons,4cM912Y7WgYOTsX8ikDjbg,0.544,0.113,140.838,0.0542,0.00881,0.0,0.595,149440,-6.658,0.131,0,1,30,2018-03-09,4AA8eXtzqh5ykxtafLaPOi
3712,Laroz Camel Rider,Laila Laila - Eclipse Edit,1pUHx4X3w8J7ChNHDJ7diC,0.636,0.0848,170.978,0.0548,0.571,0.225,0.793,471570,-9.518,0.831,0,5,44,2017-08-11,3ZBIJVmoEWge9h9AsWvmgd
3718,Master KG,Jerusalema (feat. Nomcebo Zikode),2MlOUXmcofMackX3bxfSwi,0.483,0.0607,124.009,0.0505,0.0185,8.68e-06,0.88,342613,-7.012,0.827,1,1,78,2020-01-24,523y9KSneKh6APd1hKxLuF
3719,Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k,0.766,0.128,130.001,0.0343,0.00776,6.98e-05,0.762,287120,-3.955,0.442,1,7,95,2021-06-24,329e4yvIujISKGKz1BZZbO
3720,Bruno Mars,Talking to the Moon,1wVuPmvt6AWvTL5W2GJnzZ,0.59,0.107,145.867,0.032,0.511,0.0,0.498,217867,-4.721,0.0784,0,1,79,2010-10-05,0du5cEVh5yTK9QJze8zA0C
3721,Bruno Mars,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.28,0.088,72.795,0.0434,0.932,0.0,0.612,213827,-8.648,0.387,1,0,85,2012-12-07,0du5cEVh5yTK9QJze8zA0C
3722,Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e,0.8,0.359,134.002,0.0504,0.127,0.0,0.714,211560,-4.808,0.589,0,11,94,2017-12-08,0lAWpj5szCSwM4rUMHYmrr
3723,Ed Sheeran,Shivers,75MNhvTCCKsST3YqqUiU9r,0.859,0.0424,141.02,0.0856,0.281,0.0,0.788,207853,-2.724,0.822,1,2,88,2021-09-13,6eUKZXaKkcviH0Ku9w2n3V
3724,Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,0.893,0.366,126.011,0.0347,0.0451,2.79e-05,0.807,230747,-3.745,0.537,0,11,95,2021-10-29,6eUKZXaKkcviH0Ku9w2n3V
3725,Owl City,Fireflies,3DamFFqW32WihKkTVlwTYQ,0.662,0.118,180.114,0.0439,0.0275,0.0,0.512,228347,-6.797,0.472,1,3,81,2009-01-01,07QEuhtrNmmZ0zEcqE9SF6
3726,Neon Trees,Everybody Talks,2iUmqdfGZcHIhS3b9E9EWq,0.924,0.313,154.961,0.0586,0.00301,0.0,0.471,177280,-3.906,0.725,1,8,83,2012-01-01,0RpddSzUHfncUWNJXKOsjy
3727,Bruno Mars,Marry You,6SKwQghsR8AISlxhcwyA9R,0.82,0.104,144.905,0.0367,0.332,0.0,0.621,230192,-4.865,0.452,1,10,77,2010-10-05,0du5cEVh5yTK9QJze8zA0C
3728,Bruno Mars,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,0.698,0.309,143.994,0.0431,0.049,0.0,0.726,233478,-4.165,0.867,1,5,86,2012-12-07,0du5cEVh5yTK9QJze8zA0C
3737,Nitzan Birnbaum,משחק ילדים,0lV1GymMBFO3CVrS6T2Qic,0.373,0.115,136.796,0.0393,0.823,5.94e-05,0.509,236066,-11.086,0.25,1,8,1,2021-10-15,54xsSEru0lB7qwRH2aCaQw
3738,Nitzan Birnbaum,לחלום,34Ax0lU0RYFirbyjix2LfA,0.555,0.0643,80.058,0.0347,0.31,0.00141,0.477,254007,-8.875,0.492,1,2,0,2021-10-15,54xsSEru0lB7qwRH2aCaQw
3739,Nitzan Birnbaum,שיר אחרון,064zjw8IEIfXj3NKt71Jyf,0.454,0.128,83.017,0.0254,0.468,0.0,0.44,193033,-7.862,0.12,1,9,0,2021-10-15,54xsSEru0lB7qwRH2aCaQw
3740,Nitzan Birnbaum,לך יקירתי,1z5Q9FsMWFwPg1GrZOScMH,0.25,0.101,110.07,0.0273,0.876,4.36e-05,0.575,209841,-11.293,0.259,1,4,0,2021-10-15,54xsSEru0lB7qwRH2aCaQw
3752,Nitzan Birnbaum,את,08dWC5BOX722IsBmsHcIWN,0.379,0.102,132.804,0.034,0.771,2.12e-06,0.446,250263,-10.706,0.254,1,4,0,2021-10-15,54xsSEru0lB7qwRH2aCaQw
3753,Nitzan Birnbaum,מנוחה,0biqOOLG0LwWLmdIdbq4Nb,0.523,0.312,126.138,0.0381,0.741,2.73e-06,0.481,221190,-8.244,0.267,0,8,0,2021-10-15,54xsSEru0lB7qwRH2aCaQw
3754,Nitzan Birnbaum,האחת,0plHCmtAZjqQwWpG4eYdhA,0.519,0.121,163.984,0.062,0.729,0.0,0.599,185432,-9.054,0.736,1,5,2,2021-10-15,54xsSEru0lB7qwRH2aCaQw
3772,Toosha,Pieces,78Q3O15hkPHWr20fyj0cNH,0.238,0.0861,150.034,0.0667,0.355,5.43e-06,0.55,193048,-13.229,0.294,1,11,24,2020-05-15,4lHQxa897TSYB9ZtE89Nb4
3773,Kuji,Fake Friends,6qwuG9TA2YpGmreSMFD73p,0.58,0.174,90.901,0.285,0.501,0.000168,0.62,170453,-11.165,0.377,0,8,35,2021-07-31,0ujW98AvgZ8oSA8suqP0hn
3774,Meir Ariel,מאיר אריאל-משורר - רדיו,6FvYAhCWqK76wp0mlTqn4x,0.709,0.102,176.058,0.0517,0.716,0.378,0.542,256175,-9.128,0.722,0,9,32,2019-06-04,3DsvjLwGTdkVQZwGH6dqlc
3779,Kanye West,Good Life,14blxrgE0VWAgv5aF2wWmx,0.808,0.439,82.962,0.346,0.00305,0.0,0.439,207000,-6.881,0.487,1,1,75,2007-09-11,5K4W6rqBFWDnAN6FQUkS6x
3821,Melanie Martinez,Copy Cat (feat. Tierra Whack),4AhAT2GxKdNYWc5bmdoAES,0.454,0.0586,175.537,0.166,0.618,0.0,0.714,232691,-8.899,0.81,0,0,64,2020-02-10,63yrD80RY3RNEM2YDpUpO8
3822,Tierra Whack,Unemployed,70kjLeuW46xJ5pqzYRLHAf,0.375,0.111,153.84,0.724,0.0366,2.17e-06,0.875,168661,-6.669,0.139,1,2,48,2019-03-19,4lPl9gqgox3JDiaJ1yklKh
3824,Culture Jam,Bestie,4RJ2tHMoFQbUus12u1hB5l,0.668,0.0971,97.916,0.138,0.0563,0.0,0.734,153456,-6.535,0.442,0,5,63,2021-10-20,3NbMf2TTL0tcjISP5AFgzf
3827,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,0.807,0.101,124.053,0.0336,0.0495,0.0177,0.612,240400,-2.81,0.398,1,10,91,2013-04-19,77SW9BnxLY8rJ0RciFqkHh
3828,Dusky,Careless,7iHIbOhn3N0AZF5Tky6DhM,0.894,0.0455,120.986,0.0487,0.000197,0.898,0.77,391686,-8.102,0.683,0,7,49,2013-09-30,5gqoUf9vKKv96b1c0GBKwu
3831,Tinie Tempah,Not Letting Go (feat. Jess Glynne) - XYconstant Remix,2aoOHHnDzS653vhmsCzmIp,0.832,0.178,125.017,0.0499,0.00945,0.206,0.721,288934,-7.251,0.303,1,8,58,2015-06-19,0Tob4H0FLtEONHU1MjpUEp
3833,Bougenvilla,Homeless (feat. Jared Hiwat) - Radio Edit,2L6eKm1OMLskrFNJSje0kv,0.933,0.145,126.069,0.0404,0.00569,0.000703,0.704,173619,-2.977,0.273,0,11,42,2015-04-06,1I5pYXplsbqmHaVWlAEhla
3834,Josh Butler,Got A Feeling - Bontan Remix,13ubZtp0ODANdh3QOYOGqk,0.496,0.0863,123.988,0.0603,0.00424,0.0157,0.857,435484,-10.16,0.266,0,11,44,2013-01-01,0EAlTKO2HfATH766bVH1rX
3835,Hot Natured,Benediction,5RJc9Ex116Dx1zHGUOZGgX,0.568,0.0722,115.988,0.049,0.00632,0.718,0.82,399310,-9.495,0.724,0,9,57,2013-08-30,4aKZ8rfdsQeR7YSskFu9V3
3844,Polo & Pan,Canopée,260V7huyJrXnyYe0dFv2Fa,0.692,0.0922,96.005,0.0304,0.0942,0.0109,0.704,276293,-6.558,0.369,0,5,67,2017-05-19,45yEuthJ9yq1rNXAOpBnqM
3845,Polo & Pan,Chasseur d'ivoire,4pb7tQIK2wOdut6D6s6SNP,0.595,0.305,104.892,0.0469,0.647,0.000614,0.406,310147,-7.589,0.276,1,10,37,2017-05-19,45yEuthJ9yq1rNXAOpBnqM
3846,Polo & Pan,Magic,4XsrQYCU60mBHzjFVImgFf,0.7,0.0998,110.989,0.0636,0.34,0.0329,0.575,408800,-8.444,0.113,1,7,57,2021-06-25,45yEuthJ9yq1rNXAOpBnqM
3849,Kendrick Lamar,FEAR.,23luOrEVHMfoX0AhfbQuS6,0.479,0.527,150.414,0.281,0.604,7.2e-06,0.588,460573,-7.039,0.434,1,1,66,2017-04-14,2YZyLoL8N0Wb9xBt1NhZWg
3850,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,0.705,0.128,137.133,0.299,0.000813,0.0,0.645,229670,-5.008,0.376,1,1,73,2018-01-12,28ExwzUQsvgJooOI0X1mr3
3851,Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",3A2OHirUAlQp2x73BJlEDA,0.562,0.0751,180.068,0.165,0.172,0.0,0.741,240926,-5.474,0.292,0,4,60,2017-03-24,0NWbwDZY1VkRqFafuQm6wk
3852,Disciples,They Don't Know - Radio Edit,3ddsRCIG5TcpytqsfTOnX1,0.79,0.0522,120.006,0.0467,0.0135,0.586,0.801,161726,-4.436,0.874,0,0,58,2015-02-20,5EehXjjMktLuJmbRsM7YfB
3853,ScHoolboy Q,Birds & The Beez,6TLSA1Tmw8RQxvAioq6je6,0.619,0.341,95.919,0.269,0.12,0.0,0.554,260026,-10.628,0.281,0,6,56,2011-01-11,5IcR3N7QB1j6KBL8eImZ8m
3882,Polo & Pan,Ani Kuni - Edit,0Ae5IeIdyaIzp43cdXXtZc,0.669,0.108,121.005,0.0309,0.0862,0.348,0.704,169267,-5.691,0.305,1,0,62,2021-06-25,45yEuthJ9yq1rNXAOpBnqM
3894,Dance Cult,Anything Tonight,0OuIgD0Rmnj0o3xxAaW4Xc,0.8,0.547,124.015,0.0487,0.0385,0.365,0.603,279313,-7.301,0.319,1,0,34,2015-02-12,4Ym6PVOPMf2hfywSt3OD9Y
3899,Swedish House Mafia,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,0.659,0.105,120.122,0.0389,0.00279,0.0,0.542,234000,-7.289,0.109,1,8,92,2021-10-22,1h6Cn3P4NGzXbaXidqURXs
3900,Stromae,Santé,3vXnuFnC5RhPGwsFi0ORcI,0.681,0.0425,138.095,0.354,0.123,3.36e-05,0.641,190012,-6.418,0.836,1,0,79,2021-10-15,5j4HeCoUlzhfWtjAfM1acR
3903,Angèle,Tout oublier,06O3hxudc6V0BOuoCFSy71,0.542,0.247,105.005,0.197,0.493,2.75e-06,0.692,202120,-7.9,0.285,0,11,66,2018-10-05,3QVolfxko2UyCOtexhVTli
3906,Spada,Voodoo (feat. Camden Cox),0wAtpACuWwLUpbMwPQDJIt,0.832,0.202,123.953,0.0323,0.00759,0.257,0.546,188710,-9.4,0.11,0,8,44,2021-01-29,2hPCF7VDHhihvNdobslOHw
3907,Spada,Catchfire (Sun Sun Sun) (feat. Anna Leyne) - EDX Radio Edit,5rh9SC5MSOZSgRE3jBqQOY,0.772,0.199,124.027,0.0597,0.0174,0.127,0.755,167394,-5.297,0.355,0,0,43,2015-10-06,2hPCF7VDHhihvNdobslOHw
3916,RÜFÜS DU SOL,Make It Happen,7K1TsEgLCoNxr7tvPRJgrL,0.723,0.575,119.987,0.0275,0.00882,0.0515,0.595,312120,-7.639,0.224,0,9,63,2021-10-21,5Pb27ujIyYb33zBqVysBkj
3917,RÜFÜS DU SOL,See You Again,1rssm0lgmiUJnUwQ166kZA,0.745,0.207,120.035,0.0329,0.0411,0.335,0.544,320040,-8.957,0.507,0,2,60,2021-10-21,5Pb27ujIyYb33zBqVysBkj
3918,RÜFÜS DU SOL,I Don't Wanna Leave,0mWXMQ8hrrAJfxN7LG2Wsk,0.608,0.112,144.973,0.0283,0.0364,0.0194,0.528,269480,-7.071,0.0946,0,2,68,2021-10-21,5Pb27ujIyYb33zBqVysBkj
3921,Polo & Pan,Nanã,0Psz3az3RIYfJpnsajBT8N,0.735,0.188,94.035,0.0334,0.191,0.038,0.685,190827,-6.337,0.385,0,4,67,2017-05-19,45yEuthJ9yq1rNXAOpBnqM
3923,Polo & Pan,Tunnel,4Q9NKKycjy7cEDETJfE2EJ,0.505,0.148,119.995,0.0606,0.119,0.711,0.73,310573,-9.248,0.38,1,2,56,2021-06-25,45yEuthJ9yq1rNXAOpBnqM
