,artist,song_name,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key,popularity,release_date,artist_id
907,Howlin' Wolf,Smokestack Lightnin',2HUZVffVPXvqnrml0gXggp,0.342,0.26,146.118,0.043,0.844,0.000128,0.661,188400,-16.361,0.588,0,9,62,1958-03-01,0Wxy5Qka8BN9crcFkiAxSR
908,Lowell Fulson,Reconsider Baby,6KSa2Y1HnG0XlPQfEN4Xgi,0.668,0.0555,94.668,0.0568,0.749,0.00121,0.636,189133,-6.857,0.666,1,0,48,1997-01-01,3VhvGNnWfzmlEyiuhzdgf5
909,Fenton Robinson,Somebody Loan Me A Dime,35X1ucjCm7rHK80qJ413ci,0.584,0.297,118.017,0.0746,0.47,2.46e-05,0.69,179693,-8.864,0.809,1,3,50,1974,5WFeN8vtX0TYqv0IYVbWZT
910,B.B. King,To Know You Is To Love You,4c0Mgs559lG4sPiEC3XcxY,0.384,0.0687,102.597,0.0388,0.418,0.317,0.872,515000,-16.204,0.938,1,0,56,1973-01-01,5xLSa7l4IV1gsQfhAMvl0U
911,Buddy Guy,Stone Crazy,5goa9CsIDXc9G0Df9dL9ft,0.464,0.249,175.465,0.12,0.807,0.000118,0.447,431853,-11.622,0.62,1,2,54,1970-01-01,2gCsNOpiBaMNh20jQ5prf0
914,Drake,Lemon Pepper Freestyle (feat. Rick Ross),4FRW5Nza1Ym91BGV4nFWXI,0.637,0.171,94.966,0.345,0.103,0.0,0.77,383037,-5.53,0.431,1,1,75,2021-03-05,3TVXtAsR1Inumwj472S9r4
922,Flume,Never Be Like You,476j7IDRIDRvv1Xu71EVc8,0.551,0.163,119.777,0.0563,0.445,0.0,0.56,233337,-5.446,0.263,1,0,65,2016-05-27,6nxWCVXbOlEVRexSbLsTer
925,J. Cole,No Role Modelz,62vpWI1CHwFy7tMIcSStl8,0.521,0.0565,100.45,0.33,0.301,0.0,0.692,292987,-8.465,0.463,0,10,87,2014-12-09,6l3HvQ5sa6mXTsMTB19rO5
930,Drake,Know Yourself,5InOp6q2vvx0fShv3bzFLZ,0.412,0.342,114.408,0.223,0.196,0.0,0.72,275840,-8.687,0.179,0,11,71,2015-02-12,3TVXtAsR1Inumwj472S9r4
935,Samsonyte,Chip Off The Block,5V16lV6skOpS5RK6Mz7RC2,0.417,0.0959,156.009,0.428,0.108,5.31e-06,0.85,174312,-8.559,0.523,0,11,42,2021-05-01,6UiJwR29GXZroy2iiUDQun
936,Trayce Chapman,The Flux,3x14s5x2eLoqYA7j8kW57L,0.427,0.231,125.942,0.378,0.457,0.0,0.788,198501,-11.519,0.54,0,1,47,2018-05-26,02TJY8vnQzOHFbuWSIKMWk
956,Chilly Gonzales,You Can Dance,7mlBwnKsERffDmGskjn2PD,0.744,0.155,124.995,0.0378,0.293,0.675,0.77,310440,-3.137,0.515,1,2,35,2010-08-23,0qudezVgvl4Chd9BgNFB83
958,Aminé,Caroline,5hTpBe8h35rJ67eAWHQsJx,0.335,0.262,120.04,0.505,0.17,0.0,0.94,209640,-10.179,0.707,0,5,77,2017-07-28,3Gm5F95VdRxW3mqCn8RPBJ
972,Kanye West,All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,0.803,0.176,142.113,0.0717,0.0796,1.71e-05,0.531,299613,-3.284,0.221,1,1,78,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x
981,Flume,Hyperreal,2Z91RmYAHpoXiGc3S5e8XM,0.844,0.151,109.862,0.313,0.0358,0.0583,0.652,254063,-5.219,0.536,0,11,49,2017-05-05,6nxWCVXbOlEVRexSbLsTer
982,Anderson .Paak,Come Down,276zciJ7Fg7Jk6Ta6QuLkp,0.898,0.304,98.401,0.104,0.271,0.0151,0.841,169727,-7.135,0.931,1,8,67,2016-01-15,3jK9MiCrA42lLAdMGUZpwa
983,Bruno Mars,Leave The Door Open,7MAibcTli4IisCtbHKrGMh,0.616,0.0927,148.088,0.0324,0.182,0.0,0.586,242096,-7.964,0.719,1,5,88,2021-03-05,0du5cEVh5yTK9QJze8zA0C
984,Anderson .Paak,JEWELZ,2IFFKj9orAsQOOS0JRhHAW,0.653,0.812,108.548,0.0586,0.371,0.00135,0.884,174213,-7.653,0.766,0,11,65,2020-10-06,3jK9MiCrA42lLAdMGUZpwa
991,J. Cole,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ,0.421,0.187,174.063,0.412,0.352,0.000218,0.657,264747,-11.378,0.181,1,9,72,2016-12-09,6l3HvQ5sa6mXTsMTB19rO5
995,Calvin Harris,Merrymaking at My Place,38orAaD0ZcoVXKYokVeLND,0.635,0.0951,113.97,0.0441,0.216,0.134,0.961,250533,-5.067,0.97,0,11,33,2007-06-18,7CajNmpbOovFoOoasH2HaY
1013,Joey Bada$$,DEVASTATED,4PnNzWe1LJoAMD5j5RHpI0,0.628,0.254,123.004,0.0682,0.0634,0.0,0.812,207059,-6.164,0.485,0,10,73,2017-04-07,2P5sC9cVZDToPxyomzF1UH
1015,Kendrick Lamar,Money Trees,74tLlkN3rgVzRqQJgPfink,0.531,0.224,71.994,0.122,0.0703,0.0,0.716,386907,-7.355,0.344,1,7,72,2012,2YZyLoL8N0Wb9xBt1NhZWg
1020,Kanye West,Dark Fantasy,7yNK27ZTpHew0c55VvIJgm,0.587,0.167,87.998,0.0423,0.274,0.0,0.599,280787,-5.919,0.373,1,5,71,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x
1025,Pachanga Boys,Time,6J3aUG1y0zSJXOnsLhx41h,0.39,0.0793,124.017,0.0384,0.0283,0.871,0.727,913215,-11.856,0.0894,0,7,52,2012-01-19,7EqE0DBntJS6OUT4gK9W3P
1026,Tourist,Bunny,6ap5AekhAt3k6e0zAknDyV,0.718,0.281,117.028,0.0405,0.282,0.886,0.679,214853,-8.076,0.287,0,8,63,2019-10-18,2ABBMkcUeM9hdpimo86mo6
1028,Tinlicker,Because You Move Me,05GvwwTLLID738BbKN1ze0,0.435,0.107,122.995,0.149,0.691,0.0418,0.789,196375,-9.506,0.166,0,2,78,2017-07-31,5EmEZjq8eHEC6qFnT63Lza
1041,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv,0.639,0.15,118.0,0.279,0.0802,0.0,0.808,144349,-7.266,0.395,0,1,80,2021-04-02,6jGMq4yGs7aQzuGsMgVgZR
1043,Gorillaz,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,0.705,0.613,138.559,0.177,0.00836,0.00233,0.818,222640,-6.679,0.772,1,6,84,2005-05-23,3AA28KZvwAUcZuOKwyblJQ
1046,Dzyna,Animals,6iLvuvKp1EQff8yUNpi9uu,0.705,0.0896,129.953,0.387,0.216,0.0,0.868,163527,-5.926,0.826,0,1,0,2021-03-05,4CpgvAUlZpnVHnP5ahFGSD
1047,Nac,Local 58 News,0GN3JNH6YthqxCqhUpBXcE,0.741,0.372,101.591,0.136,0.781,0.00101,0.469,38635,-7.103,0.725,1,0,15,2021-03-05,7KO6hD1sT5f6hMKnFDSKxq
1059,Disclosure,Hourglass,1XJ9pFMafd9GB3cnb2V3yq,0.82,0.102,122.065,0.172,0.00308,0.00573,0.707,324240,-5.702,0.505,1,7,46,2015-09-25,6nS5roXSAGhTGr34W6n7Et
1065,The Alan Parsons Project,Sirius - Chicago Bulls Theme Song,4OV0sRTFrZLXaZZ1sS9hLn,0.396,0.113,111.401,0.034,0.0647,0.909,0.624,115280,-15.411,0.0388,1,4,63,1982,2m62cc253Xvd9qYQ8d2X3d
1092,J. Cole,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,0.608,0.426,99.992,0.216,0.324,0.000198,0.667,241160,-7.054,0.475,1,1,77,2013-06-18,6l3HvQ5sa6mXTsMTB19rO5
1099,Disclosure,Jaded,6c4T1Dz9hwK5xat7eh3g8o,0.857,0.0645,117.007,0.195,0.0111,3.97e-06,0.801,274750,-5.079,0.551,1,6,49,2015-09-25,6nS5roXSAGhTGr34W6n7Et
1113,Anderson .Paak,Trippy (feat. J. Cole),2lRe5wBRm4xaSKTbDn2vLD,0.65,0.339,96.767,0.326,0.0707,0.0,0.57,323587,-8.538,0.174,1,2,62,2018-11-16,3jK9MiCrA42lLAdMGUZpwa
1115,DaBaby,BOP,6Ozh9Ok6h4Oi1wUSLtBseN,0.787,0.129,126.77,0.367,0.189,0.0,0.769,159715,-3.909,0.836,1,11,80,2019-09-27,4r63FhuTkUYltbVAg5TQnk
1131,Young Thug,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,0.586,0.132,97.981,0.147,0.0247,0.0,0.796,200107,-6.946,0.179,0,4,73,2019-05-23,50co4Is1HCEo8bhOyUWKpn
1135,Lil Baby,Life Goes On,2bSk87AVkCIIC3Bcligq1z,0.541,0.115,139.978,0.149,0.0021,0.0,0.716,247055,-7.909,0.387,1,1,76,2018-05-18,5f7VJjfbwm532GiveGC0ZK
1136,Pop Smoke,Dior (with Gunna) - Remix,5R9k9x85lAYbamdUoKAJvj,0.816,0.415,142.054,0.304,0.177,1.23e-05,0.73,230387,-5.402,0.803,1,7,65,2020-02-12,0eDvMgVFoNV3TpwtrVCoTj
1144,Masego,Lavish Lullaby,4dulFGnSzdNW3iNdxxzgy7,0.658,0.149,147.005,0.045,0.252,0.0202,0.839,197360,-5.515,0.818,0,2,54,2018-09-07,3ycxRkcZ67ALN3GQJ57Vig
1145,Ay Wing,Orange Dreamer,5EEtTFmVrAduqDGv5fOLXA,0.493,0.112,90.997,0.224,0.379,0.00181,0.705,192533,-10.758,0.516,0,10,47,2019-08-23,7cjLa6AQcbH9XWQYmPNpX4
1146,A Tribe Called Quest,Can I Kick It? - J. Cole Remix,0GmhAVyyHwaX6jfCbPmaoB,0.423,0.0859,96.612,0.235,0.434,1.49e-06,0.903,169373,-5.829,0.512,1,11,49,1990-04-17,09hVIj6vWgoCDtT03h8ZCa
1147,Heartist OTOD,Tango in Paris,2VdxzqdlMWIgV69ZHQk3I5,0.72,0.112,133.922,0.311,0.108,0.0,0.833,204225,-8.568,0.344,0,11,48,2020-04-04,41hQcmpWZMMOCTiiDNb15r
1148,Deergod,Dom P Showers,4hDhcgOPbNTgl92lkp8cMw,0.552,0.64,93.977,0.295,0.331,0.471,0.668,137535,-12.66,0.49,0,11,55,2020-04-06,0lcFNl4eBE4NcQATqbKEtc
1149,Blanco,Shippūden,1sDkDOiYt7nQWTAp8xUfR4,0.362,0.121,130.2,0.309,0.648,1.19e-05,0.858,179595,-12.03,0.911,0,5,59,2021-08-20,5FxsPS1K61fHEVB3FNZw6Y
1158,JAY-Z,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,0.858,0.349,140.022,0.311,0.127,0.0,0.789,219333,-5.542,0.775,1,1,83,2011-08-08,3nFkdlSjzX9mRTtwJOzDYB
1163,Rae Sremmurd,Guatemala - From Swaecation,0TCnOEVeLQMXOUrpPlM7uY,0.699,0.0954,100.989,0.0574,0.185,0.00118,0.849,256341,-5.193,0.0778,0,4,68,2018-05-04,7iZtZyCzp3LItcw1wtPI3D
1168,Kanye West,POWER,2gZUPNdnz5Y45eiGxpHGSc,0.914,0.744,153.993,0.113,0.0161,0.0,0.542,292093,-4.747,0.576,0,0,80,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x
1170,RÜFÜS DU SOL,You Were Right,5HGxLtYxTriF7mMiriSpaz,0.793,0.118,122.006,0.0342,0.0136,0.00221,0.708,239418,-5.426,0.734,0,5,67,2016-01-22,5Pb27ujIyYb33zBqVysBkj
1183,Kanye West,Love Lockdown,1kxeWHF9PrCVZHvVskv8lg,0.524,0.112,119.603,0.0323,0.0542,0.5,0.76,270307,-7.67,0.112,0,1,69,2008-11-24,5K4W6rqBFWDnAN6FQUkS6x
1199,Mura Masa,What If I Go? (feat. Bonzai),2tHfNQnj50VoMZga2rpfdA,0.533,0.0919,200.066,0.388,0.194,1.4e-05,0.56,195467,-7.804,0.908,1,7,60,2017-07-14,5Q81rlcTFh3k6DQJXPdsot
1212,Stromae,ave cesaria,66u6ycRUqlrW9C05QJUmSo,0.659,0.208,113.009,0.202,0.117,2.89e-06,0.724,249520,-8.254,0.377,0,11,62,2013-01-01,5j4HeCoUlzhfWtjAfM1acR
1224,Drake,0 To 100 / The Catch Up,4jtyUzZm9WLc2AdaJ1dso7,0.716,0.252,176.618,0.39,0.737,0.0,0.559,275227,-3.964,0.504,0,11,73,2013-07-14,3TVXtAsR1Inumwj472S9r4
1232,Mura Masa,1 Night (feat. Charli XCX),06XuHBFQejxy9jhNBaHEwx,0.602,0.0732,113.027,0.0513,0.268,5.97e-06,0.864,207693,-6.102,0.596,1,8,52,2017-07-14,5Q81rlcTFh3k6DQJXPdsot
1233,Kendrick Lamar,ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,0.705,0.246,189.891,0.485,0.204,0.0,0.748,208733,-4.547,0.483,0,4,72,2017-04-14,2YZyLoL8N0Wb9xBt1NhZWg
1235,Kanye West,Heartless,4EWCNWgDS8707fNSZ1oaA5,0.647,0.248,87.999,0.136,0.0515,0.0,0.79,211000,-5.983,0.654,0,10,82,2008-11-24,5K4W6rqBFWDnAN6FQUkS6x
1295,Joyner Lucas,Zim Zimma,7g9DNzAU2QP88rE4BgIJpp,0.621,0.499,149.052,0.212,0.0871,0.0,0.883,239702,-6.063,0.676,0,11,68,2020-10-23,6C1ohJrd5VydigQtaGy5Wa
1299,Rockie Fresh,Racer (feat. Vic Mensa),3IlZToufBnjgyLeoGZRblR,0.537,0.101,139.038,0.285,0.226,0.0,0.834,183022,-7.652,0.67,0,11,41,2021-04-03,5Joy3NHmxKQGEOnjxtaMz3
1300,Rich Brian,Sydney,3OzZSSRbdIr1Jojw1rHUB1,0.476,0.135,161.168,0.0724,0.475,0.0,0.62,194240,-12.759,0.602,0,11,55,2021-03-16,2IDLDx25HU1nQMKde4n61a
1301,Babe Rainbow,Your Imagination (feat. Jaden),2EHQk2I0PFsu1zMa8eHeBB,0.347,0.111,132.649,0.0347,0.458,0.166,0.433,197800,-9.553,0.298,1,3,51,2021-03-24,2UmG7WphL1CMN7mVWyhE7u
1302,Pi’erre Bourne,4U,23aigxgRn6cVPxkJF3S5oe,0.482,0.124,108.793,0.106,0.232,0.0061,0.412,218000,-10.717,0.136,0,1,59,2021-06-11,3x3jSlhyv5CiCZDZlaTq0M
1303,Heno.,Parallel Timelines - Remix,4xhMeS2MmE5dp4FosQKVky,0.416,0.12,128.011,0.369,0.405,0.0,0.676,211875,-19.53,0.116,1,0,13,2021-10-26,3mr6jeVpPIXBp8IMMb60aD
1304,A$AP Twelvyy,THE MECHA PRODUCED BY LORD FUBU,4jnmBKGT37kb3JInGe1nXa,0.809,0.667,190.022,0.388,0.0544,0.0,0.67,207237,-9.187,0.388,0,1,30,2021-03-26,0tPjSrb43a58uznKru1k2P
1305,JAE5,Dimension (feat. Skepta & Rema),2Jy4EdqIZswDZvVDh5dx3A,0.722,0.175,103.099,0.068,0.173,4.86e-05,0.561,234027,-6.437,0.173,0,4,65,2021-03-18,3NbqBIc16CNAe5nYSmHR3p
1306,Grace Weber,Thru The Fire (feat. Chance the Rapper),5UMTz4b4eN7IrmXBXRNsME,0.533,0.139,116.993,0.0501,0.094,0.000184,0.648,174717,-8.262,0.158,1,0,37,2021-03-26,3hJNrfFurTlGFglmBwyFFM
1307,Swavay,5 Minutes,037vS26G2jlrxDG1CVUUID,0.475,0.0735,129.962,0.0842,0.113,0.0,0.722,169900,-11.007,0.349,1,8,29,2021-03-25,29gIYsdyccGoUc6qgkZeTK
1308,Brent Faiyaz,Show U Off,00selpxxljfn9n5Pf4K3VR,0.405,0.108,84.997,0.0534,0.643,0.00391,0.583,251133,-11.295,0.549,1,0,63,2021-03-12,3tlXnStJ1fFhdScmQeLpuG
1309,Jayy Grams,Follow The Leader,0bACOxWecyZ4Dm0vntqyQH,0.743,0.389,108.348,0.363,0.142,0.0,0.481,195556,-9.865,0.503,1,1,13,2021-03-12,6q8DZBLBYqEUdKZl54sqGd
1310,Saba,Ziplock,2RmENPt0yPmU09BKjKC26M,0.441,0.102,115.051,0.0778,0.103,0.0,0.878,198960,-8.864,0.374,0,11,63,2021-03-18,7Hjbimq43OgxaBRpFXic4x
1311,24kGoldn,Company (feat. Future),3JVTsvTldB6arHVlmxmTnM,0.727,0.111,125.068,0.169,0.447,0.0,0.831,213080,-3.657,0.703,0,8,70,2021-03-26,6fWVd57NKTalqvmjRd2t8Z
1312,6 Dogs,Post Malone,7DC9sYoZ4YKo4LGTIWXhvG,0.438,0.109,83.488,0.235,0.225,0.000123,0.679,211257,-10.622,0.267,1,7,46,2021-03-12,3Ps6le7tj5BdNtdnfNgTU4
1313,Knucks,Los Pollos Hermanos,6hlrui656yBRUb3qGkd5lH,0.618,0.695,139.972,0.163,0.683,0.0,0.798,95872,-8.218,0.874,0,11,76,2021-03-12,6W4vm8P3JFQboO4cvHeqaa
1314,Boosie Badazz,Period (feat. DaBaby),6SNYJG1rOe01x83XtaXXNi,0.61,0.151,140.062,0.349,0.0655,0.0,0.863,200013,-4.972,0.584,1,1,58,2021-03-19,6z7xFFHxYkE9t8bwIF0Bvg
1315,Freddie Gibbs,Big Boss Rabbit,26NyJM0Y3eXi4h07V7zQCC,0.907,0.302,96.912,0.273,0.143,0.0,0.699,178859,-4.661,0.859,1,1,60,2021-04-02,0Y4inQK6OespitzD6ijMwb
1316,Caleborate,Clicquot Shower,48OIJmuB6THQWHdV4GMn2k,0.524,0.0782,96.984,0.379,0.438,0.0,0.824,161478,-9.823,0.415,0,5,45,2021-03-26,7bpDJUH5hnffIYHID6h3Et
1317,Felly,Everybody Loves You,2Wp2IjSLARq1XaoIMaDgCp,0.53,0.0984,75.852,0.313,0.00831,0.0,0.697,183915,-8.15,0.469,1,2,50,2021-03-17,2848adRcxvgWNRcz1g1tQD
1318,FXXXXY,Yeah Kool (feat. Lil Uzi Vert),7Kr4CM8SH2JI8Ecz2quate,0.654,0.101,130.048,0.0613,0.0117,0.0,0.746,200298,-5.856,0.265,0,10,49,2021-04-02,0SSE0sdoX2FYoo4xQtJmvX
1319,Iamkeynotes,All These People,3OlEPJlYZX8bczGAQ5tXIr,0.522,0.102,87.468,0.469,0.694,0.0,0.582,193985,-8.066,0.516,0,7,38,2021-04-12,0e9tJZGhYatFoK64zbpimi
1320,reggie,AIN'T GON STOP ME,1JdFSVTGl0gDJJVUTBvauR,0.742,0.134,80.167,0.356,0.00759,0.0,0.618,96000,-4.68,0.533,0,6,55,2021-03-17,2kAP2prnGAq7s3DwRT6s16
1321,Apoc Krysis,Warning Shot 199X,5uJWqaVJJcUUuPh0QZYD3C,0.746,0.114,155.166,0.261,0.0062,0.873,0.709,136176,-7.72,0.509,1,7,24,2021-03-26,5FWqTrWj74TUJLstHwCDQE
1322,SSGKobe,Calabasas,4TkacaEBA8raWT4LizhONs,0.643,0.14,85.464,0.439,0.201,0.0,0.687,132192,-8.906,0.739,1,1,62,2021-03-19,1NHCwCMqV9oNQJXl16IltL
1323,Kota the Friend,Wolves,49nkBg3OJtp6m6TQPmG1Qw,0.686,0.187,80.014,0.107,0.0952,0.0,0.613,233531,-5.75,0.5,1,1,51,2021-03-19,2AfU5LYBVCiCtuCCfM7uVX
1331,Eminem,Beautiful,1HR2CTi0ytRJIcik1QKdOa,0.696,0.0726,132.077,0.0706,0.251,0.0,0.727,392827,-4.472,0.467,0,5,72,2009-05-15,7dGJo4pcD2V6oG8kP0tJRR
1333,Eminem,Crack A Bottle,4dK00wCxlqWEeN8BoM1BHT,0.874,0.173,169.561,0.186,0.0864,0.0,0.516,297520,-2.571,0.391,1,9,71,2009-05-15,7dGJo4pcD2V6oG8kP0tJRR
1334,Eminem,Mockingbird,561jH07mF1jHuk7KlaeF0s,0.678,0.156,84.039,0.266,0.209,0.0,0.637,250760,-3.798,0.254,1,0,78,2004-11-12,7dGJo4pcD2V6oG8kP0tJRR
1335,Eminem,Ass Like That,4gXdMZkBN1neE9nX6yRALa,0.796,0.107,83.093,0.366,0.409,0.0,0.646,265480,-6.152,0.676,1,2,69,2004-11-12,7dGJo4pcD2V6oG8kP0tJRR
1345,Travis Scott,NC-17,6BJbOXDlgVAXSaq6wYFYT2,0.763,0.368,136.052,0.0519,0.0678,0.0,0.804,156886,-5.48,0.0585,1,2,66,2018-08-03,0Y5tJX1MQlPlqiwlOH1tJY
1346,Travis Scott,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,0.811,0.411,147.045,0.0712,0.0204,0.0,0.731,218284,-3.225,0.426,1,1,74,2018-08-03,0Y5tJX1MQlPlqiwlOH1tJY
1355,Joey Bada$$,TEMPTATION,3gJDgenxLephg09x86IxPs,0.707,0.874,104.979,0.152,0.397,0.0,0.775,244198,-5.339,0.78,0,10,71,2017-04-07,2P5sC9cVZDToPxyomzF1UH
1359,RÜFÜS DU SOL,No Place,6rLQZW36LaEUGWl3sWTg7v,0.876,0.189,120.022,0.0315,0.0167,0.175,0.612,237987,-6.247,0.187,0,4,62,2018-10-19,5Pb27ujIyYb33zBqVysBkj
1373,Collarbones,Turning - Flume Remix,4s1n6O2Xmbn4Nq8wZe5iRg,0.727,0.141,115.997,0.0468,0.000693,0.00077,0.645,334007,-7.092,0.291,0,10,45,2015-07-02,6y9lvZaKtNLru9bQyLajy9
1394,J. Cole,Neighbors,0utlOiJy2weVl9WTkcEWHy,0.283,0.11,138.97,0.356,0.319,0.000383,0.898,216520,-12.335,0.469,0,6,75,2016-12-09,6l3HvQ5sa6mXTsMTB19rO5
1396,Rilès,Pesetas,0Ei1aBiIELwXmUcIZDETOi,0.659,0.0834,147.149,0.335,0.0785,0.0,0.772,193562,-5.218,0.536,0,11,69,2017-05-29,6pdcQa7by8IKuoVXvgknlI
1397,Rilès,THANK GOD,1o6JHLSAtNsIj8AgAvDxXX,0.793,0.138,141.046,0.121,0.393,0.0,0.79,210237,-6.544,0.496,1,6,63,2019-08-30,6pdcQa7by8IKuoVXvgknlI
1398,Rilès,MARIJUANA,33Om1hVbO2fvyERdp7CBO8,0.246,0.126,141.992,0.0523,0.715,3.37e-06,0.803,159598,-8.362,0.431,0,0,60,2019-08-30,6pdcQa7by8IKuoVXvgknlI
1399,Rilès,Brothers,45KqDHTOJtIM53QR1gPGTa,0.63,0.118,86.025,0.0694,0.133,0.0,0.67,182044,-3.651,0.582,1,1,59,2016-03-17,6pdcQa7by8IKuoVXvgknlI
1400,Rilès,Should I,5JAfEQ836WnMJogH7rDT5Q,0.528,0.0869,108.01,0.0398,0.423,0.0,0.822,204444,-7.61,0.518,0,10,58,2016-09-25,6pdcQa7by8IKuoVXvgknlI
1402,Rilès,E A VERDADE,62kQ4iGybSDTTS4uWcOXBN,0.301,0.112,89.948,0.0327,0.701,0.000834,0.602,194296,-14.627,0.786,0,9,52,2019-08-30,6pdcQa7by8IKuoVXvgknlI
1403,Rilès,MYSELF N THE SEA,7jrSQcNFeAqqivcWu61oPl,0.71,0.116,131.004,0.184,0.134,1.4e-05,0.927,186123,-6.611,0.818,0,3,51,2019-08-30,6pdcQa7by8IKuoVXvgknlI
1404,Rilès,In the Jungle,0FxIDZ0d2169ACdRbe8mtk,0.709,0.638,101.01,0.144,0.444,0.0,0.831,175032,-3.681,0.791,1,7,53,2017-01-29,6pdcQa7by8IKuoVXvgknlI
1405,Rilès,!I'll Be Back!,0fROT4kK5oTm8xO8PX6EJF,0.612,0.109,142.959,0.248,0.168,0.0,0.823,178533,-7.767,0.688,1,1,53,2018-06-22,6pdcQa7by8IKuoVXvgknlI
1412,Kendrick Lamar,A.D.H.D,2Fw5S2gaOSZzdN5dFoC2dj,0.799,0.108,157.74,0.24,0.33,0.0,0.609,215509,-6.883,0.582,1,9,74,2011-07-02,2YZyLoL8N0Wb9xBt1NhZWg
1465,DC,Bobby & Rowdy (feat. Knucks),3OKGR9XzbVNHoYTevFoINH,0.668,0.0943,142.033,0.288,0.63,1.47e-05,0.777,261960,-7.176,0.628,0,2,53,2021-03-26,6nhbYvnZfjS4KpuO0ZoZYD
1466,Samsonyte,Husslin',76j7H1vaFciTy2qrPzZYpg,0.534,0.14,130.01,0.138,0.00367,0.00116,0.73,184921,-10.396,0.695,1,1,30,2021-05-01,6UiJwR29GXZroy2iiUDQun
1467,BROCKHAMPTON,BUZZCUT (feat. Danny Brown),6s24LFkjo06wYVpxJppovm,0.758,0.293,91.983,0.268,0.0791,7.08e-06,0.717,201160,-5.576,0.252,0,2,56,2021-04-09,1Bl6wpkWCQ4KVgnASpvzzA
1468,Kodak Black,"Righteous Reapers (feat. Sykobob, WizDaWizard & Wam SpinThaBin)",6YWb0lUmagrO04aiv7WYWn,0.571,0.119,98.06,0.276,0.349,0.0,0.826,175668,-8.011,0.224,1,0,49,2021-03-27,46SHBwWsqBkxI7EeeBEQG7
1469,Benny The Butcher,When Tony Met Sosa,4ahc42KacGWjE3j0DPNSK5,0.731,0.348,84.013,0.318,0.218,0.0,0.536,141176,-6.052,0.456,1,2,51,2021-03-19,5Matrg5du62bXwer29cU5T
1470,BROCKHAMPTON,COUNT ON ME,0hprLLUDMgFU0nL4yVCWTg,0.497,0.209,77.488,0.286,0.0391,0.0,0.782,155200,-5.415,0.522,1,0,59,2021-04-09,1Bl6wpkWCQ4KVgnASpvzzA
1471,Saba,Rich Don't Stop,0ZTnxnWqzIyClPgZdsC2vk,0.62,0.0804,172.128,0.641,0.0218,9.34e-05,0.719,191427,-5.733,0.39,0,8,45,2021-03-18,7Hjbimq43OgxaBRpFXic4x
1472,Rejjie Snow,Relax,1JCHw1oOs1c6YawCeNpqUh,0.513,0.109,130.81,0.107,0.169,0.000112,0.928,231320,-9.566,0.227,1,2,46,2021-07-09,3lLHpTOJ11tWiUNGYN14gt
1479,Rilès,Eastside Georgia,011Y5Pvrtt2rHLcYdqcJ2d,0.668,0.259,118.036,0.179,0.185,0.0,0.898,217761,-5.024,0.525,0,3,33,2017-05-14,6pdcQa7by8IKuoVXvgknlI
1480,Rilès,Most Wanted,16gHXgqcBXi7Zg5jDhRAId,0.644,0.0857,94.015,0.287,0.284,0.0,0.884,214413,-7.13,0.583,1,8,44,2017-05-22,6pdcQa7by8IKuoVXvgknlI
1481,Rilès,U Better Listen (My Own),47gzXTrMzriFegh1gesvy5,0.678,0.106,188.008,0.243,0.194,1.5e-05,0.62,233035,-6.725,0.45,0,10,43,2016-10-23,6pdcQa7by8IKuoVXvgknlI
1482,Rilès,I Do It,6paaJeUuEGW5QzOAegwuAr,0.803,0.104,157.918,0.194,0.394,0.0,0.588,216224,-3.84,0.54,0,4,46,2016-11-06,6pdcQa7by8IKuoVXvgknlI
1484,Klangkarussell,Sonnentanz - Sun Don't Shine,6Qi0Wls2EaolwPMPMxfe5f,0.549,0.0964,119.74,0.0909,0.104,0.0202,0.579,238120,-8.262,0.155,0,5,70,2014-01-01,041iTeoMIwXMlShuQPIVKo
1485,Route 94,My Love (feat. Jess Glynne),61UQzeiIluhpzpMdY4ag3q,0.622,0.0658,119.976,0.0492,0.000132,0.72,0.814,259934,-7.573,0.726,1,8,74,2014-02-28,1dgdvbogmctybPrGEcnYf6
1486,Duke Dumont,Ocean Drive,0b6wdul3A5sQNpIOv03OxP,0.718,0.119,115.026,0.0431,0.00637,0.000703,0.686,206320,-5.054,0.557,0,8,73,2015-07-31,61lyPtntblHJvA7FMMhi7E
1487,Sigma,Nobody To Love - Radio Edit,2jsmSLoX8y0h6k4YzDCFH1,0.921,0.177,175.001,0.0436,0.000526,6.34e-06,0.441,189720,-3.32,0.182,1,8,65,2014-01-01,01pKrlgPJhm5dB4lneYAqS
